frame_index,x_pos_mm,y_pos_mm,u_vel_mm/sec,v_vel_mm/sec,sig2noise
6,7.3673,3.5063,0.49863,-0.92194,1.3882
6,7.5995,3.742,0.50819,-0.86157,1.3828
6,7.8342,3.9794,0.52311,-0.88818,1.3975
6,8.0711,4.2188,0.53758,-0.94267,1.366
6,8.3103,4.4601,0.78257,-0.83265,1.2003
6,8.5515,4.7032,0.89967,-0.94323,1.3556
6,8.7945,4.9483,0.86967,-0.96189,1.2947
6,9.039,5.1951,0.90675,-0.93707,1.3627
6,9.2846,5.4434,0.95632,-0.91516,1.4648
6,9.5306,5.693,0.97146,-0.94337,1.3578
6,4.3,0.74284,-0.024102,-0.1649,1.4211
6,4.511,0.96976,0.090557,-0.36739,1.5926
6,4.7225,1.1962,0.23155,-0.49996,1.5594
6,4.9348,1.4225,0.35051,-0.64827,1.415
6,5.148,1.6486,0.43748,-0.68515,1.4556
6,5.3623,1.8749,0.39863,-0.66416,1.5145
6,5.5779,2.1016,0.40821,-0.6645,1.5466
6,5.795,2.3288,0.41666,-0.69847,1.3939
6,6.0137,2.5567,0.41889,-0.72328,1.3153
6,6.2342,2.7855,0.44623,-0.79466,1.3205
6,6.4566,3.0155,0.37583,-0.7849,1.3069
6,6.6811,3.2467,0.34291,-0.76375,1.3669
6,6.9078,3.4793,0.34915,-0.71229,1.2921
6,7.1368,3.7136,0.4864,-0.81518,1.3241
6,7.3681,3.9496,0.52994,-0.92395,1.3198
6,7.6018,4.1875,0.53224,-0.84281,1.4386
6,7.8379,4.4273,0.61231,-0.7156,1.4662
6,8.0762,4.6691,0.75264,-0.83743,1.3847
6,8.3167,4.9129,0.79112,-0.82516,1.3318
6,8.5591,5.1587,0.79915,-0.89992,1.3032
6,8.8031,5.4062,0.89529,-0.7608,1.468
6,9.0484,5.6554,0.90691,-0.81997,1.301
6,9.2944,5.906,0.92421,-0.9086,1.3109
6,4.0808,0.95045,-0.0067181,-0.11949,1.3044
6,4.2914,1.177,0.038562,-0.30619,1.8519
6,4.5024,1.4031,0.1774,-0.438,1.4315
6,4.7142,1.629,0.29895,-0.6011,1.3791
6,4.9268,1.8549,0.37619,-0.63488,1.4987
6,5.1404,2.081,0.40063,-0.66227,1.489
6,5.3554,2.3076,0.42263,-0.66024,1.458
6,5.5717,2.5347,0.41706,-0.66638,1.4408
6,5.7896,2.7626,0.3175,-0.66736,1.336
6,6.0092,2.9915,0.27459,-0.66518,1.2994
6,6.2307,3.2215,0.35331,-0.75009,1.456
6,6.4543,3.4529,0.33645,-0.6849,1.4336
6,6.68,3.6858,0.32747,-0.71517,1.3011
6,6.908,3.9204,0.41857,-0.78527,1.2056
6,7.1384,4.1568,0.4693,-0.87277,1.3243
6,7.3711,4.3951,0.5532,-0.86616,1.3793
6,7.6063,4.6354,0.60413,-0.7954,1.3686
6,7.8437,4.8778,0.61371,-0.81244,1.2666
6,8.0834,5.1223,0.77087,-0.8562,1.3328
6,8.3251,5.3688,0.84372,-0.94275,1.2649
6,8.5686,5.6172,0.90432,-0.85172,1.2761
6,8.8134,5.8673,0.93372,-0.86203,1.3563
6,9.0591,6.1188,0.90822,-0.85517,1.3099
6,3.8627,1.1569,0.057164,-0.29184,1.0229
6,4.0729,1.383,-0.049088,-0.24849,1.3402
6,4.2835,1.6088,0.12995,-0.38123,1.7953
6,4.4948,1.8345,0.29321,-0.54815,1.4417
6,4.7069,2.0602,0.38946,-0.60824,1.6106
6,4.9199,2.2862,0.38881,-0.61964,1.4462
6,5.1342,2.5127,0.44442,-0.57491,1.4352
6,5.3498,2.7398,0.40259,-0.62241,1.6935
6,5.5669,2.9678,0.38276,-0.67155,1.4363
6,5.7857,3.1967,0.44149,-0.55144,1.2465
6,6.0064,3.427,0.30633,-0.56663,1.4108
6,6.2291,3.6586,0.37585,-0.68891,1.5202
6,6.4539,3.8918,0.35156,-0.72911,1.39
6,6.6809,4.1268,0.4587,-0.79683,1.2728
6,6.9103,4.3636,0.46094,-0.81294,1.2557
6,7.1421,4.6024,0.50742,-0.83889,1.2771
6,7.3763,4.8433,0.62166,-0.88627,1.4992
6,7.6128,5.0863,0.64994,-0.84312,1.3465
6,7.8517,5.3315,0.68011,-0.79546,1.2602
6,8.0926,5.5788,0.8848,-0.91147,1.3066
6,8.3353,5.828,0.86007,-0.7637,1.4004
6,8.5796,6.079,1.0018,-0.90786,1.2834
6,8.8249,6.3316,0.87438,-0.84045,1.3113
6,3.6455,1.3622,0.059993,-0.28448,1.005
6,3.8554,1.5881,-0.059347,-0.23884,1.3024
6,4.0657,1.8136,0.10076,-0.32481,1.8054
6,4.2765,2.0391,0.23761,-0.54354,1.3818
6,4.4881,2.2647,0.37981,-0.58489,1.6359
6,4.7006,2.4907,0.3925,-0.56959,1.5115
6,4.9142,2.7171,0.45722,-0.52785,1.5368
6,5.1292,2.9443,0.37838,-0.59158,1.4577
6,5.3456,3.1723,0.37569,-0.59757,1.4889
6,5.5636,3.4015,0.35286,-0.66391,1.4487
6,5.7835,3.632,0.3682,-0.65107,1.3808
6,6.0053,3.8639,0.4145,-0.71755,1.339
6,6.2292,4.0975,0.34411,-0.77447,1.3742
6,6.4553,4.3328,0.43871,-0.77331,1.3901
6,6.6838,4.5702,0.477,-0.82476,1.281
6,6.9146,4.8095,0.48239,-0.79453,1.2557
6,7.1478,5.0511,0.55126,-0.85796,1.4463
6,7.3834,5.2948,0.66914,-0.83166,1.4235
6,7.6213,5.5407,0.72623,-0.83559,1.3038
6,7.8614,5.7888,0.71819,-0.78149,1.2501
6,8.1034,6.0389,0.91716,-0.85708,1.3524
6,8.347,6.2909,0.83666,-0.95434,1.2595
6,8.5918,6.5444,0.9198,-0.89154,1.3449
6,3.4291,1.5667,0.071683,-0.28475,1.0019
6,3.6387,1.7923,-0.016931,-0.14955,1.2115
6,3.8487,2.0177,0.08388,-0.28217,1.5838
6,4.0591,2.243,0.22797,-0.42802,1.4805
6,4.2703,2.4686,0.32031,-0.5196,1.6821
6,4.4823,2.6945,0.3874,-0.52061,1.5235
6,4.6954,2.921,0.4196,-0.55063,1.3986
6,4.9097,3.1483,0.36447,-0.58421,1.371
6,5.1254,3.3765,0.37084,-0.58274,1.5893
6,5.3428,3.6059,0.34232,-0.61129,1.5686
6,5.5619,3.8367,0.33896,-0.59609,1.3915
6,5.7828,4.069,0.38749,-0.71477,1.3808
6,6.0059,4.303,0.36072,-0.79104,1.2531
6,6.2311,4.5388,0.39331,-0.74211,1.3577
6,6.4586,4.7767,0.46864,-0.74046,1.2865
6,6.6885,5.0167,0.50118,-0.74517,1.3178
6,6.9208,5.2589,0.57543,-0.87161,1.3131
6,7.1554,5.5033,0.6599,-0.85181,1.3748
6,7.3924,5.7501,0.67014,-0.85659,1.3239
6,7.6316,5.999,0.66646,-0.80431,1.2145
6,7.8728,6.2501,0.91167,-0.74156,1.3224
6,8.1157,6.503,0.90779,-0.78977,1.3245
6,8.3598,6.7575,0.95847,-0.84898,1.4178
6,3.2132,1.7704,0.088368,-0.28195,1.0044
6,3.4227,1.9958,0.12313,-0.31612,1.0193
6,3.6324,2.2211,0.12951,-0.31872,1.597
6,3.8425,2.4464,0.23705,-0.39097,1.5321
6,4.0533,2.6719,0.25549,-0.42798,1.4735
6,4.2649,2.8979,0.38305,-0.50318,1.4807
6,4.4775,3.1245,0.26305,-0.4953,1.4314
6,4.6912,3.352,0.29329,-0.50737,1.7003
6,4.9063,3.5804,0.32032,-0.5297,1.5072
6,5.123,3.8101,0.37287,-0.6092,1.4991
6,5.3413,4.0413,0.38712,-0.66669,1.592
6,5.5616,4.274,0.34219,-0.67293,1.402
6,5.7838,4.5085,0.3356,-0.6917,1.3917
6,6.0081,4.7449,0.28984,-0.88573,1.3458
6,6.2347,4.9833,0.48386,-0.73619,1.2859
6,6.4637,5.224,0.49953,-0.76812,1.299
6,6.695,5.4669,0.50498,-0.76732,1.4444
6,6.9287,5.7121,0.6579,-0.75598,1.2837
6,7.1648,5.9597,0.6739,-0.8046,1.2359
6,7.403,6.2096,0.66662,-0.88293,1.2772
6,7.6434,6.4615,0.82488,-0.76427,1.2421
6,7.8854,6.7155,0.86846,-0.81596,1.2622
6,8.1289,6.971,0.90668,-0.801,1.2795
6,2.9978,1.9735,0.10345,-0.28135,1.0024
6,3.2071,2.1988,0.13491,-0.30511,1.0163
6,3.4166,2.424,0.13906,-0.28822,1.4391
6,3.6265,2.6493,0.22289,-0.38288,1.4912
6,3.837,2.8749,0.25139,-0.40891,1.4504
6,4.0482,3.101,0.34852,-0.46082,1.5037
6,4.2603,3.3278,0.36018,-0.52753,1.4096
6,4.4736,3.5555,0.35741,-0.54053,1.4077
6,4.6881,3.7843,0.37404,-0.56592,1.5858
6,4.9041,4.0143,0.39125,-0.65436,1.4531
6,5.1218,4.2459,0.36175,-0.64617,1.4831
6,5.3413,4.4791,0.37261,-0.66376,1.5141
6,5.5627,4.7141,0.34911,-0.68537,1.3618
6,5.7862,4.9511,0.38499,-0.73615,1.3259
6,6.012,5.1902,0.43531,-0.74093,1.4399
6,6.24,5.4316,0.50758,-0.7152,1.3557
6,6.4704,5.6753,0.55054,-0.85793,1.2831
6,6.7032,5.9214,0.55603,-0.66208,1.3883
6,6.9383,6.1698,0.71454,-0.68305,1.3431
6,7.1756,6.4206,0.72006,-0.74454,1.2927
6,7.415,6.6735,0.84679,-0.82072,1.2128
6,7.6563,6.9284,0.92202,-0.8165,1.2798
6,7.8989,7.185,0.80432,-0.70892,1.2033
6,2.7826,2.1763,0.1099,-0.28603,1.0012
6,2.9918,2.4015,0.13944,-0.30381,1.0012
6,3.2012,2.6267,0.12391,-0.28866,1.4784
6,3.4109,2.8521,0.21396,-0.35281,1.4768
6,3.6211,3.0778,0.27654,-0.3883,1.4609
6,3.832,3.304,0.3649,-0.43688,1.6156
6,4.0437,3.5311,0.38697,-0.47633,1.3987
6,4.2565,3.7591,0.38656,-0.54433,1.4921
6,4.4706,3.9882,0.37552,-0.55596,1.4866
6,4.686,4.2187,0.34385,-0.54643,1.3446
6,4.9031,4.4507,0.33198,-0.57566,1.3403
6,5.1218,4.6844,0.34624,-0.64452,1.5713
6,5.3425,4.92,0.35022,-0.63059,1.5782
6,5.5653,5.1577,0.33494,-0.66818,1.4324
6,5.7902,5.3975,0.43219,-0.68895,1.3515
6,6.0174,5.6397,0.48535,-0.76861,1.3856
6,6.2469,5.8842,0.5936,-0.80661,1.3517
6,6.4787,6.1311,0.49196,-0.66947,1.2903
6,6.7129,6.3805,0.64491,-0.66424,1.4149
6,6.9493,6.6322,0.67299,-0.70546,1.4988
6,7.1878,6.8861,0.7686,-0.78554,1.4783
6,7.4281,7.142,0.86954,-0.52526,1.2741
6,7.6699,7.3996,0.84217,-0.71734,1.1416
6,2.5674,2.3787,0.10149,-0.27809,1.0057
6,2.7767,2.604,0.13193,-0.2963,1.1068
6,2.986,2.8292,0.086223,-0.26221,1.389
6,3.1955,3.0547,0.24639,-0.33153,1.7144
6,3.4055,3.2806,0.32681,-0.38216,1.6496
6,3.6161,3.5071,0.33123,-0.38275,1.6125
6,3.8275,3.7345,0.32244,-0.39732,1.4478
6,4.0399,3.9628,0.36442,-0.54144,1.4155
6,4.2535,4.1924,0.4063,-0.54522,1.4368
6,4.4685,4.4233,0.33959,-0.53192,1.3549
6,4.6849,4.6559,0.32978,-0.53087,1.3207
6,4.9031,4.8902,0.31825,-0.62404,1.4324
6,5.1231,5.1265,0.33111,-0.6663,1.4746
6,5.3451,5.3649,0.37578,-0.70275,1.4414
6,5.5692,5.6055,0.49463,-0.62722,1.4549
6,5.7955,5.8484,0.42132,-0.72189,1.2724
6,6.0242,6.0938,0.46215,-0.7984,1.386
6,6.2551,6.3416,0.5569,-0.79874,1.3277
6,6.4883,6.5919,0.59949,-0.61683,1.3545
6,6.7238,6.8446,0.69123,-0.69118,1.3557
6,6.9614,7.0995,0.69158,-0.62152,1.3789
6,7.2008,7.3564,0.89753,-0.65016,1.3211
6,7.4417,7.615,0.87072,-0.71034,1.1939
6,2.3522,2.5811,0.088552,-0.27234,1.017
6,2.5615,2.8064,0.045697,-0.2305,1.2953
6,2.7707,3.0318,0.10134,-0.28556,1.5892
6,2.9802,3.2575,0.22168,-0.33163,1.452
6,3.19,3.4836,0.27805,-0.33751,1.5215
6,3.4004,3.7104,0.2994,-0.36496,1.5723
6,3.6116,3.9381,0.31904,-0.38862,1.4961
6,3.8237,4.1669,0.41772,-0.60654,1.4996
6,4.0368,4.3969,0.38124,-0.56078,1.538
6,4.2513,4.6284,0.35364,-0.55267,1.5379
6,4.4672,4.8616,0.35204,-0.59289,1.5154
6,4.6848,5.0966,0.29902,-0.66978,1.3525
6,4.9042,5.3336,0.3216,-0.66006,1.5193
6,5.1255,5.5727,0.37036,-0.76369,1.51
6,5.3489,5.8141,0.42396,-0.76293,1.4071
6,5.5744,6.058,0.47774,-0.77912,1.3826
6,5.8022,6.3042,0.46705,-0.68335,1.3281
6,6.0322,6.553,0.46443,-0.72527,1.2548
6,6.2646,6.8043,0.5533,-0.52579,1.3087
6,6.4991,7.058,0.57198,-0.47709,1.3156
6,6.7357,7.3139,0.77819,-0.6711,1.2387
6,6.9742,7.5718,0.82494,-0.59097,1.2073
6,7.2142,7.8313,0.87555,-0.71269,1.2694
6,2.1367,2.7836,0.085657,-0.26278,1.041
6,2.346,3.009,0.019118,-0.24048,1.7117
6,2.5553,3.2346,0.11128,-0.30267,1.6138
6,2.7648,3.4605,0.21261,-0.35935,1.5441
6,2.9745,3.687,0.30375,-0.30821,1.6022
6,3.1848,3.9141,0.32614,-0.36645,1.7126
6,3.3957,4.1423,0.36011,-0.41994,1.6156
6,3.6075,4.3715,0.34695,-0.45398,1.4104
6,3.8203,4.6021,0.37804,-0.49696,1.4242
6,4.0344,4.8342,0.38767,-0.57948,1.5525
6,4.2498,5.068,0.32001,-0.51495,1.5346
6,4.4669,5.3037,0.29316,-0.65415,1.439
6,4.6857,5.5415,0.33819,-0.71388,1.2608
6,4.9063,5.7814,0.35904,-0.76482,1.3875
6,5.129,6.0237,0.33843,-0.6826,1.4359
6,5.3538,6.2684,0.50585,-0.79426,1.4429
6,5.5808,6.5157,0.52271,-0.95751,1.2543
6,5.81,6.7654,0.55054,-0.59719,1.2366
6,6.0414,7.0177,0.59574,-0.73344,1.388
6,6.2751,7.2723,0.67988,-0.66238,1.4335
6,6.5108,7.5292,0.757,-0.71661,1.3014
6,6.7483,7.7881,0.87806,-0.66407,1.3647
6,6.9874,8.0486,0.79857,-0.66435,1.2084
6,1.9207,2.9864,0.082376,-0.25367,1.1039
6,2.1302,3.212,-0.046773,-0.26352,1.3866
6,2.3396,3.4378,0.15315,-0.26722,1.6025
6,2.5491,3.664,0.25032,-0.28372,1.6474
6,2.7588,3.8908,0.30105,-0.36538,1.5924
6,2.9689,4.1184,0.3527,-0.41408,1.398
6,3.1797,4.347,0.35391,-0.40628,1.6958
6,3.3912,4.5768,0.34571,-0.4975,1.6028
6,3.6038,4.808,0.36034,-0.47299,1.4178
6,3.8175,5.0408,0.34481,-0.56526,1.3522
6,4.0326,5.2753,0.33617,-0.57528,1.4239
6,4.2491,5.5118,0.29995,-0.60928,1.4067
6,4.4674,5.7503,0.31695,-0.63152,1.5976
6,4.6874,5.9912,0.35688,-0.66912,1.4382
6,4.9094,6.2344,0.3746,-0.68004,1.4214
6,5.1335,6.48,0.41235,-0.73527,1.233
6,5.3597,6.7282,0.44678,-0.75684,1.3553
6,5.5881,6.979,0.59006,-0.73332,1.3016
6,5.8187,7.2322,0.64597,-0.67741,1.43
6,6.0515,7.4879,0.7264,-0.69866,1.3485
6,6.2863,7.7458,0.77313,-0.67786,1.3162
6,6.5229,8.0056,0.82,-0.66241,1.2908
6,6.761,8.267,0.83993,-0.74055,1.6397
6,1.704,3.1895,0.092843,-0.24802,1.0772
6,1.9138,3.4154,0.09963,-0.22803,1.6548
6,2.1233,3.6415,0.15096,-0.26516,1.6188
6,2.3329,3.8681,0.23056,-0.27919,1.7204
6,2.5426,4.0953,0.30231,-0.30838,1.5498
6,2.7527,4.3234,0.33335,-0.36125,1.6858
6,2.9633,4.5526,0.35544,-0.39161,1.5802
6,3.1747,4.783,0.34845,-0.43599,1.5095
6,3.3871,5.0148,0.35719,-0.46337,1.4908
6,3.6005,5.2483,0.36374,-0.52477,1.3757
6,3.8152,5.4836,0.34456,-0.52971,1.466
6,4.0313,5.7209,0.32631,-0.64781,1.502
6,4.2491,5.9603,0.32473,-0.62589,1.4361
6,4.4686,6.2021,0.3096,-0.68572,1.3445
6,4.69,6.4462,0.35133,-0.6968,1.4182
6,4.9134,6.6929,0.37668,-0.73478,1.3551
6,5.1389,6.9421,0.4652,-0.69396,1.3652
6,5.3666,7.1938,0.54375,-0.7717,1.5027
6,5.5963,7.4481,0.69639,-0.77454,1.3251
6,5.8282,7.7048,0.76687,-0.72253,1.304
6,6.0621,7.9636,0.77503,-0.70135,1.2762
6,6.2978,8.2244,0.83604,-0.74658,1.3573
6,6.535,8.4866,0.82199,-0.79543,1.3095
6,1.4865,3.3932,-0.0040995,-0.18927,1.8398
6,1.6966,3.6194,0.11374,-0.20007,1.6285
6,1.9063,3.8459,0.16139,-0.31231,1.5867
6,2.116,4.0729,0.25649,-0.25871,1.9577
6,2.3258,4.3006,0.28191,-0.28724,1.8526
6,2.5359,4.5293,0.32494,-0.33059,1.5731
6,2.7465,4.759,0.35099,-0.36698,1.7016
6,2.9578,4.9901,0.34807,-0.38255,1.5504
6,3.17,5.2227,0.34906,-0.44793,1.5459
6,3.3832,5.457,0.35531,-0.4827,1.4009
6,3.5976,5.6931,0.31645,-0.60434,1.4071
6,3.8133,5.9312,0.30352,-0.62347,1.3734
6,4.0307,6.1716,0.30932,-0.62312,1.404
6,4.2497,6.4143,0.27472,-0.72991,1.3565
6,4.4706,6.6594,0.33347,-0.7342,1.301
6,4.6934,6.9071,0.35083,-0.86826,1.303
6,4.9182,7.1573,0.46296,-0.69727,1.4008
6,5.1451,7.4101,0.52893,-0.76145,1.4652
6,5.3741,7.6654,0.67782,-0.70481,1.456
6,5.6051,7.9231,0.7836,-0.75393,1.3879
6,5.8381,8.1829,0.83255,-0.67562,1.315
6,6.0729,8.4445,0.80619,-0.68574,1.3001
6,6.3091,8.7075,0.72555,-0.58745,1.1896
6,1.2681,3.5977,0.029911,-0.20696,1.7272
6,1.4784,3.8243,0.12818,-0.21055,1.4922
6,1.6884,4.0512,0.21981,-0.28215,1.9069
6,1.8983,4.2787,0.2612,-0.2826,1.9229
6,2.1083,4.507,0.30009,-0.35302,1.6145
6,2.3185,4.7362,0.3652,-0.3609,1.7141
6,2.5291,4.9667,0.34454,-0.34374,1.7558
6,2.7403,5.1985,0.35952,-0.39042,1.5117
6,2.9524,5.4318,0.3866,-0.4107,1.4756
6,3.1654,5.6669,0.34923,-0.46107,1.3111
6,3.3795,5.9039,0.30728,-0.56223,1.4203
6,3.595,6.143,0.32183,-0.53406,1.5182
6,3.8119,6.3843,0.33096,-0.56832,1.3212
6,4.0305,6.628,0.30791,-0.64399,1.365
6,4.2509,6.8742,0.28833,-0.69839,1.4172
6,4.4731,7.1229,0.46475,-0.68887,1.3051
6,4.6973,7.3741,0.41915,-0.74103,1.1779
6,4.9236,7.6279,0.53244,-0.79679,1.4456
6,5.1518,7.8842,0.64868,-0.66342,1.3519
6,5.3821,8.1428,0.85777,-0.76633,1.3169
6,5.6142,8.4035,0.84575,-0.64596,1.2948
6,5.8481,8.6659,0.72447,-0.65003,1.3707
6,6.0834,8.9296,0.77947,-0.65338,1.1019
6,1.0485,3.8031,-0.023225,-0.19769,1.3795
6,1.2592,4.0301,0.20027,-0.27205,1.6167
6,1.4695,4.2575,0.23202,-0.27532,1.7203
6,1.6797,4.4856,0.25941,-0.30387,1.5093
6,1.8898,4.7145,0.33046,-0.32131,1.2223
6,2.1001,4.9444,0.37534,-0.33878,1.675
6,2.3108,5.1755,0.36807,-0.36507,1.6813
6,2.5221,5.4081,0.35997,-0.3925,1.5457
6,2.734,5.6423,0.37456,-0.39537,1.652
6,2.9469,5.8783,0.36145,-0.44183,1.4283
6,3.1609,6.1162,0.36561,-0.57247,1.2949
6,3.3761,6.3563,0.35598,-0.54505,1.3685
6,3.5927,6.5986,0.32529,-0.53735,1.4972
6,3.8109,6.8433,0.39016,-0.67281,1.4061
6,4.0309,7.0905,0.29194,-0.70357,1.4763
6,4.2526,7.3403,0.29818,-0.68776,1.3866
6,4.4762,7.5926,0.42531,-0.27507,1.1265
6,4.7018,7.8474,0.48633,-0.66515,1.2007
6,4.9294,8.1047,0.67228,-0.71957,1.3242
6,5.1589,8.3642,0.78295,-0.71974,1.3201
6,5.3902,8.6257,0.79759,-0.79689,1.4283
6,5.6232,8.8888,0.77099,-0.63707,1.0583
6,5.8576,9.1531,0.78521,-0.61545,1.1351
6,0.8275,4.0096,0.11233,-0.19117,1.5942
6,1.0386,4.2371,0.2033,-0.31931,1.5368
6,1.2494,4.4651,0.21945,-0.2793,1.665
6,1.4598,4.6937,0.25853,-0.30858,1.3474
6,1.6702,4.9233,0.34488,-0.28989,1.5
6,1.8807,5.1539,0.37764,-0.35847,1.6322
6,2.0915,5.3859,0.39726,-0.36609,1.5468
6,2.3028,5.6193,0.34293,-0.34286,1.483
6,2.5148,5.8543,0.40516,-0.4166,1.5623
6,2.7276,6.0912,0.39074,-0.45376,1.4129
6,2.9415,6.3301,0.3782,-0.56915,1.2541
6,3.1565,6.5712,0.36888,-0.59103,1.2733
6,3.3729,6.8146,0.45984,-0.64618,1.3831
6,3.5908,7.0603,0.45224,-0.69806,1.3346
6,3.8103,7.3086,0.36616,-0.90734,1.3512
6,4.0316,7.5594,0.42907,-0.7008,1.3413
6,4.2547,7.8128,0.46521,-0.5651,1.2291
6,4.4797,8.0686,0.4568,-0.69482,1.1927
6,4.7066,8.3268,0.54408,-0.71033,1.3104
6,4.9353,8.5872,0.60666,-0.65769,1.37
6,5.1659,8.8494,0.47512,-0.45134,1.2917
6,5.398,9.1132,0.72502,-0.459,1.2075
6,5.6315,9.3779,0.94846,-0.66518,1.2635
6,0.60505,4.2173,0.13948,-0.18959,1.6352
6,0.81667,4.4453,0.17947,-0.25778,1.5863
6,1.0278,4.6739,0.27027,-0.24934,1.8309
6,1.2386,4.9033,0.30642,-0.24909,1.5645
6,1.4493,5.1336,0.32424,-0.33429,1.419
6,1.6601,5.365,0.42948,-0.31865,1.5577
6,1.8711,5.5978,0.43124,-0.31082,1.4289
6,2.0825,5.832,0.41114,-0.34665,1.4402
6,2.2945,6.068,0.39911,-0.34194,1.4638
6,2.5074,6.3059,0.37291,-0.4309,1.5366
6,2.7211,6.5458,0.35887,-0.45088,1.4369
6,2.936,6.7879,0.38043,-0.5221,1.4691
6,3.1522,7.0324,0.34352,-0.65703,1.3915
6,3.3698,7.2792,0.42973,-0.6755,1.442
6,3.589,7.5285,0.41521,-0.70161,1.3361
6,3.8099,7.7804,-0.36642,9.8949,1.1921
6,4.0325,8.0348,0.37183,-0.60101,1.3807
6,4.257,8.2916,0.5172,-0.66781,1.3309
6,4.4833,8.5507,0.50582,-0.69347,1.3689
6,4.7114,8.8118,0.63381,-0.6067,1.3359
6,4.9412,9.0747,0.75153,-0.53541,1.3906
6,5.1725,9.339,0.89264,-0.58877,1.2417
6,5.4052,9.604,0.87473,-0.55863,1.2565
6,0.38094,4.4264,0.18138,-0.16764,1.7438
6,0.5931,4.655,0.21258,-0.20698,1.5694
6,0.80472,4.8843,0.30351,-0.2367,1.7974
6,1.016,5.1144,0.32097,-0.2309,1.6368
6,1.227,5.3454,0.34021,-0.31836,1.4008
6,1.4381,5.5777,0.41542,-0.20571,1.4494
6,1.6493,5.8114,0.40473,-0.36086,1.551
6,1.8609,6.0466,0.42899,-0.35074,1.5073
6,2.0731,6.2836,0.41876,-0.33753,1.4643
6,2.2859,6.5225,0.38014,-0.39464,1.5265
6,2.4997,6.7634,0.41436,-0.46648,1.4022
6,2.7145,7.0066,0.39328,-0.61755,1.4182
6,2.9306,7.2521,0.33803,-0.6915,1.2194
6,3.148,7.5,0.36934,-0.67266,1.3665
6,3.3669,7.7504,0.42599,-0.74053,1.3741
6,3.5874,8.0033,0.39241,-0.71087,1.3875
6,3.8097,8.2587,0.35491,-0.62013,1.4125
6,4.0337,8.5164,0.55762,-0.65843,1.1587
6,4.2594,8.7763,0.57518,-0.8189,1.3313
6,4.4869,9.0381,0.69493,-0.64088,1.271
6,4.716,9.3016,-6.6126,0.059796,1.2935
6,4.9466,9.5661,0.95955,-0.45256,1.2733
6,5.1784,9.8313,0.92107,-0.50662,1.3138
6,0.15503,4.637,0.19025,-0.18854,1.628
6,0.36778,4.8663,0.22725,-0.23125,1.5057
6,0.57993,5.0963,0.29038,-0.23413,1.5963
6,0.79165,5.3272,0.33628,-0.24322,1.4979
6,1.0031,5.5591,0.36225,-0.21293,1.3914
6,1.2145,5.7922,0.40461,-0.19269,1.523
6,1.4261,6.0268,0.40171,-0.21435,1.462
6,1.6379,6.263,0.4163,-0.33258,1.5095
6,1.8502,6.501,0.43426,-0.38203,1.5476
6,2.0632,6.7409,0.46489,-0.44788,1.2046
6,2.277,6.983,0.48223,-0.44387,1.4082
6,2.4918,7.2272,0.438,-0.63073,1.3365
6,2.7078,7.4738,0.40023,-0.60342,1.2214
6,2.9251,7.7228,0.35748,-0.69067,1.3334
6,3.1438,7.9743,0.39206,-0.76565,1.2962
6,3.364,8.2282,0.39342,-0.13141,1.0037
6,3.5859,8.4844,0.49212,-0.65061,1.3213
6,3.8095,8.743,0.49829,-0.7749,1.2125
6,4.0347,9.0036,0.54615,-0.79047,1.2198
6,4.2616,9.266,0.48831,-0.55054,1.286
6,4.4901,9.5298,0.72442,-0.45385,1.2517
6,4.72,9.7946,0.7849,-0.35797,1.2825
6,4.951,10.06,0.81633,-0.45225,1.3636
6,-0.072809,4.8492,0.1823,-0.22419,1.6006
6,0.14057,5.0793,0.25522,-0.21653,1.5107
6,0.3533,5.3101,0.25414,-0.22812,1.4938
6,0.56555,5.5418,0.36921,-0.25521,1.3728
6,0.7775,5.7746,0.37463,-0.26737,1.4514
6,0.98933,6.0087,0.4166,-0.25311,1.3087
6,1.2012,6.2442,0.46159,-0.34025,1.4917
6,1.4134,6.4815,0.44664,-0.34151,1.5037
6,1.6259,6.7205,0.41851,-0.35785,1.595
6,1.8391,6.9615,0.4231,-0.42254,1.3405
6,2.053,7.2046,0.42259,-0.45273,1.2961
6,2.2678,7.45,0.42065,-0.48785,1.3861
6,2.4838,7.6976,0.49437,-0.65873,1.3004
6,2.701,7.9477,0.3672,-0.69244,1.3971
6,2.9196,8.2001,0.41053,-0.6923,1.3741
6,3.1396,8.455,0.41505,-0.70386,1.388
6,3.3612,8.7121,0.55434,-0.64311,1.1645
6,3.5844,8.9714,0.56346,-0.75194,1.2206
6,3.8092,9.2326,0.67814,-0.47529,1.1661
6,4.0356,9.4955,0.54114,-0.49641,1.3076
6,4.2635,9.7595,0.62925,-0.54278,1.2896
6,4.4927,10.024,0.74564,-0.35092,1.3177
6,4.723,10.289,0.75647,-0.33056,1.3461
7,5.1908,-0.10232,0.19271,-0.83176,1.1966
7,5.4039,0.12677,0.1487,-0.96775,1.2851
7,5.6179,0.35521,0.039627,-0.89976,1.3504
7,5.8328,0.58321,0.16659,-0.98251,1.4375
7,6.0489,0.81094,0.19278,-0.90103,1.4544
7,6.2663,1.0386,0.24161,-0.8076,1.4304
7,6.4851,1.2664,0.28227,-0.7084,1.3949
7,6.7056,1.4944,0.32469,-0.68441,1.3847
7,6.9279,1.723,0.48716,-0.73772,1.2926
7,7.152,1.9522,0.54102,-0.69197,1.3505
7,7.3782,2.1823,0.65166,-0.69685,1.3783
